MU_CODINE;MU_NOMBRE;PM_EJERCICIO;PM_GASTO1;PM_GASTO2;PM_GASTO3;PM_GASTO4;PM_GASTO5;PM_GASTO6;PM_GASTO7;PM_GASTO8;PM_GASTO9;PM_GASTO0;PM_GTOTAL;PM_INGRESO1;PM_INGRESO2;PM_INGRESO3;PM_INGRESO4;PM_INGRESO5;PM_INGRESO6;PM_INGRESO7;PM_INGRESO8;PM_INGRESO9;PM_INGRESO0;PM_ITOTAL;PM_OBSERVACIONES
03028;Beniarrés;1990;59564.98;90662.28;1141.92;5216.79;0.00;56773.33;0.00;0.00;7813.16;0.00;221172.46;36661.74;15966.24;46999.15;69155.98;8916.54;0.00;28449.59;0.00;15025.30;0.00;221174.54;
03028;Beniarrés;1989;47037.03;66674.46;1202.02;5367.04;0.00;49914.06;0.00;0.00;5901.94;0.00;176096.55;16828.34;11491.62;53911.66;62463.55;2993.04;0.00;28408.34;0.00;0.00;0.00;176096.55;
03028;Beniarrés;1988;38699.19;52634.79;1322.23;5075.55;0.00;13275.18;0.00;0.00;5889.92;0.00;116896.86;16227.33;10400.18;39728.08;48687.99;1853.28;0.00;0.00;0.00;0.00;0.00;116896.86;
03028;Beniarrés;1987;38268.16;49766.10;1322.23;5715.63;0.00;52296.06;0.00;0.00;5889.92;0.00;153258.10;12020.24;8737.18;42696.09;43278.88;1851.15;0.00;32654.30;0.00;12020.24;0.00;153258.08;
03028;Beniarrés;1986;33556.31;37332.72;1411.90;5132.64;0.00;79760.66;0.00;0.00;4478.03;0.00;161672.26;10818.22;7969.97;49197.58;48567.79;1784.45;0.00;38673.51;0.00;4660.73;0.00;161672.25;
03028;Beniarrés;1985;25127.91;40036.44;0.00;3509.91;0.00;0.00;0.00;0.00;5409.11;0.00;74083.37;8163.49;7018.06;27545.59;25076.89;711.36;0.00;0.00;0.00;0.00;5567.99;74083.38;
03028;Beniarrés;1984;29207.23;53778.29;3698.33;0.00;12867.52;0.00;0.00;3065.16;0.00;0.00;102616.53;7091.94;6157.80;36223.41;37262.75;1011.86;0.00;0.00;0.00;0.00;10661.35;98409.11;
03029;Benigembla;1984;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;0.00;
03029;Benigembla;1985;5431.00;18440.13;0.00;1792.29;0.00;31122.71;0.00;0.00;0.00;0.00;56786.13;2995.75;1304.20;5684.14;44770.62;300.51;0.00;1730.91;0.00;0.00;0.00;56786.13;
03029;Benigembla;1986;8014.34;23517.60;0.00;5939.20;0.00;91892.48;0.00;0.00;0.00;0.00;129363.62;3510.46;1577.06;13076.83;88542.43;781.32;0.00;0.00;0.00;21875.53;0.00;129363.63;
03029;Benigembla;1987;6837.88;39113.75;0.00;4974.29;0.00;27033.52;0.00;0.00;2995.84;0.00;80955.28;6611.13;1577.06;25042.31;46342.46;1382.33;0.00;0.00;0.00;0.00;0.00;80955.29;
03029;Benigembla;1988;7249.66;26041.80;540.91;4756.33;0.00;8148.07;0.00;0.00;3263.24;0.00;50000.01;6757.62;1803.04;16948.54;23528.58;961.62;0.00;0.00;0.00;0.60;0.00;50000.00;
03029;Benigembla;1989;7539.87;26938.55;438.71;362.38;0.00;44896.81;0.00;0.00;3365.42;0.00;83541.74;7539.16;2086.17;15913.60;37135.66;961.62;0.00;0.00;0.00;19905.52;0.00;83541.73;
03029;Benigembla;1990;8693.03;32184.20;326.83;693.38;0.00;49685.57;0.00;0.00;3477.32;0.00;95060.33;11196.23;4781.05;17671.84;14550.31;901.52;0.00;18913.85;0.00;27045.54;0.00;95060.34;
03029;Benigembla;1991;10110.03;26993.16;204.30;0.60;0.00;14715.72;0.00;0.00;7580.95;0.00;59604.76;11185.97;4889.83;16753.27;18030.36;901.52;0.00;7843.21;0.00;0.60;0.00;59604.76;BOP.237
03029;Benigembla;1992;15726.19;33614.61;204.30;1463.91;68040.43;0.00;0.00;12863.71;0.00;0.00;131913.15;19699.92;1081.82;21289.05;23744.79;1202.02;0.00;52373.72;0.00;16909.23;0.00;136300.55;BOP.211
03029;Benigembla;1993;15635.02;33055.67;1586.67;1803.04;0.00;120858.10;0.00;0.00;27805.09;0.00;200743.59;17124.79;901.52;18406.00;23920.28;1202.02;0.00;120858.10;300.51;18030.36;0.00;200743.58;BOP. 115
03029;Benigembla;1994;19153.34;36361.23;1923.24;2103.54;0.00;19235.49;14660.77;0.00;9774.73;0.00;103212.34;23593.20;901.52;20384.04;33418.33;1202.02;0.00;9052.46;0.00;14660.77;0.00;103212.34;BOP NUM.258
03029;Benigembla;1995;21234.76;37895.93;2404.05;4507.59;0.00;42604.28;14407.59;0.00;9796.50;0.00;132850.70;25068.82;901.52;21249.39;28728.38;1562.63;0.00;28912.13;0.00;26427.83;0.00;132850.70;B.O.P. N.151
03029;Benigembla;1996;24340.99;42130.95;901.52;1863.14;0.00;141634.51;3588.04;0.00;7055.88;0.00;221515.03;25092.26;1202.02;23445.48;30531.41;1803.04;0.00;109390.21;0.00;30050.61;0.00;221515.03;CIVIS - GVA.ES
03029;Benigembla;1997;24485.06;60822.42;360.61;1960.50;0.00;79056.74;7149.18;0.00;1260.83;0.00;175095.34;26409.55;3005.06;23210.80;34768.55;1202.02;79350.17;0.00;0.00;7149.18;0.00;175095.33;B.O.P. N.137
03029;Benigembla;1998;79937.59;64614.81;90.15;2283.00;0.00;80356.93;2975.01;0.00;2261.82;0.00;232519.31;28457.92;3005.06;22928.62;96612.70;601.01;64085.67;16828.34;0.00;0.00;0.00;232519.32;B.O.P. 133 13/6/98
03029;Benigembla;1999;26565.28;58394.34;901.52;3442.34;0.00;118648.89;2261.82;0.00;0.00;0.00;210214.19;29930.40;9015.18;28109.44;35730.17;0.00;98413.81;0.00;0.00;9015.18;0.00;210214.18;B.O.P.128 7-6-99
03029;Benigembla;2000;54412.26;68851.95;360.61;4038.12;0.00;181449.38;6611.13;0.00;2261.82;0.00;317985.27;33235.97;12621.25;29394.09;74585.60;480.81;0.00;143627.06;0.00;24040.48;0.00;317985.26;B.O.P. 241 19/10/2000
03029;Benigembla;2001;51418.32;71286.05;540.91;5409.11;0.00;120183.46;7455.81;0.00;2261.82;0.00;258555.48;34437.99;18030.36;36629.96;69537.10;450.76;0.00;63408.57;0.00;36060.73;0.00;258555.47;B.O.P. 195 25/08/2001
03029;Benigembla;2002;70341.13;79753.02;330.00;6000.41;0.00;204314.45;3599.12;0.00;2261.83;0.00;366599.96;41449.46;24500.00;74659.73;67502.47;450.76;30060.73;91916.08;0.00;36060.73;0.00;366599.96;B.O.P. 143 25/06/02
03029;Benigembla;2003;88540.00;104935.00;330.00;6820.00;0.00;232013.88;15788.36;0.00;2261.83;0.00;450689.07;40100.00;35000.00;68845.79;87563.20;450.00;0.00;177730.08;0.00;41000.00;0.00;450689.07;B.O.P. 98 30/04/2003
03029;Benigembla;2004;92600.00;106700.00;450.00;8600.00;0.00;894974.81;0.00;0.00;2261.83;0.00;1105586.64;42500.00;40000.00;73299.51;103510.42;2700.00;0.00;831556.67;0.00;12020.04;0.00;1105586.64;B.O.P. 154 07/07/2004
03029;Benigembla;2005;89186.00;138800.00;450.00;9050.00;0.00;403951.55;30568.80;0.00;2261.79;0.00;674268.14;47500.00;55000.00;76975.20;92205.11;3700.00;0.00;380887.83;0.00;18000.00;0.00;674268.14;B.O.P. 116 25/05/2005
03029;Benigembla;2006;88166.72;166500.00;1340.00;10930.00;0.00;24500.00;6000.00;0.00;1001.00;0.00;298437.72;65000.00;24000.00;77032.61;108405.11;3000.00;0.00;21000.00;0.00;0.00;0.00;298437.72;B.O.P. 294 26/12/2005
03029;Benigembla;2007;98277.07;151939.55;2830.00;14200.00;0.00;530838.34;16568.77;0.00;2721.45;0.00;817375.18;65500.00;36000.00;92497.11;128405.11;2760.00;0.00;312734.03;0.00;179478.93;0.00;817375.18;B.O.P. 76 13/04/2007
03029;Benigembla;2008;117218.52;173180.00;13500.00;15660.00;0.00;205627.74;11967.00;0.00;16074.99;0.00;553228.25;65000.00;30000.00;106696.62;155000.00;3000.00;0.00;108531.63;0.00;85000.00;0.00;553228.25;B.O.P. 59 27/03/2008
03029;Benigembla;2009;116126.28;179580.00;5000.00;15760.00;0.00;0.00;169577.10;0.00;26857.31;0.00;512900.69;85300.00;2000.00;73294.13;148000.00;61060.00;0.00;143246.56;0.00;0.00;0.00;512900.69;B.O.P. 240 17/12/2009
03029;Benigembla;2010;68100.00;203448.30;2500.00;44067.82;0.00;74854.00;3000.00;26016.81;0.00;0.00;421986.93;114000.00;10000.00;102655.00;175369.26;2352.44;0.00;17610.23;0.00;0.00;0.00;421986.93;B.O.P. 7 12/01/2011
03029;Benigembla;2011;157718.80;145424.00;2670.98;16842.43;0.00;19110.04;0.00;24786.33;0.00;0.00;366552.58;90300.00;12000.00;85515.27;176577.31;2160.00;0.00;0.00;0.00;0.00;0.00;366552.58;B.O.P. 222 18/11/2011
03029;Benigembla;2015;161431.96;154274.42;7922.41;49876.31;0.00;0.00;600.00;0.00;25894.90;0.00;400000.00;174000.00;7000.00;116572.81;100167.19;2260.00;0.00;0.00;0.00;0.00;0.00;400000.00;B.O.P. 106 04/06/2015
03029;Benigembla;2014;149802.60;85682.28;3807.61;49829.93;0.00;0.00;600.00;0.00;84992.61;0.00;374715.03;166000.00;6500.00;102775.63;97179.40;2260.00;0.00;0.00;0.00;0.00;0.00;374715.03;B.O.P. 234 05/12/2014
03029;Benigembla;2013;97600.00;164846.63;7502.69;20689.02;0.00;2500.00;0.00;0.00;25334.45;0.00;318472.79;112000.00;6000.00;102785.00;94527.79;3160.00;0.00;0.00;0.00;0.00;0.00;318472.79;B.O.P. 48 08/03/2013
03029;Benigembla;2012;97600.00;129900.00;5408.00;31054.07;0.00;19619.18;0.00;25058.87;0.00;0.00;308640.12;112000.00;6000.00;93705.00;80135.88;3160.00;0.00;13639.24;0.00;0.00;0.00;308640.12;B.O.P. 197 16/10/2012
03029;Benigembla;2016;83907.68;221583.64;1677.49;54112.55;0.00;11938.83;600.00;0.00;26179.81;0.00;400000.00;173290.47;7000.00;119602.22;97847.31;2260.00;0.00;0.00;0.00;0.00;0.00;400000.00;B.O.P. 110 09/06/2016
03029;Benigembla;2017;103386.71;198895.33;1000.00;55331.57;0.00;7816.41;0.00;0.00;33569.98;0.00;400000.00;179469.62;7000.00;103212.46;108057.92;2260.00;0.00;0.00;0.00;0.00;0.00;400000.00;B.O.P. 138 20/07/2017
03029;Benigembla;2019;99783.02;234443.29;500.00;68169.58;0.00;2104.11;0.00;0.00;0.00;0.00;405000.00;186000.00;10000.00;99297.73;107442.27;2260.00;0.00;0.00;0.00;0.00;0.00;405000.00;B.O.P. 210 05/11/2019
03030;Benidoleig;2019;393960.00;478470.00;1500.00;103750.00;0.00;19305.00;6005.00;0.00;10.00;0.00;1003000.00;429600.00;5500.00;242220.00;252015.00;73575.00;30.00;50.00;0.00;10.00;0.00;1003000.00;B.O.P. 2 03/01/2019
03030;Benidoleig;2017;368260.00;526800.00;1400.00;47810.00;0.00;12575.00;9005.00;0.00;10.00;0.00;965860.00;456700.00;5000.00;226320.00;206920.00;71870.00;30.00;50.00;0.00;10.00;0.00;966900.00;B.O.P. 23 02/02/2017
03030;Benidoleig;2020;413710.00;492090.00;1400.00;100245.00;0.00;19540.00;4005.00;0.00;10.00;0.00;1031000.00;445100.00;7000.00;247790.00;260265.00;70760.00;25.00;50.00;0.00;10.00;0.00;1031000.00;B.O.P. 15 23/01/2020
03030;Benidoleig;2016;370810.00;503135.00;3100.00;49910.00;0.00;8030.00;11005.00;0.00;10.00;0.00;946000.00;479200.00;5000.00;219430.00;209420.00;71860.00;30.00;50.00;0.00;10.00;0.00;985000.00;B.O.P. 14 22/01/2016
03030;Benidoleig;2018;372580.00;536025.00;1400.00;48410.00;0.00;12570.00;9005.00;0.00;10.00;0.00;980000.00;421200.00;5000.00;232055.00;250450.00;71205.00;30.00;50.00;0.00;10.00;0.00;980000.00;B.O.P. 19 26/01/2018
03030;Benidoleig;2012;342000.00;535515.00;5700.00;74900.00;0.00;7185.00;49900.00;0.00;74800.00;0.00;1090000.00;586000.00;5500.00;242000.00;189800.00;66650.00;15.00;25.00;0.00;10.00;0.00;1090000.00;B.O.P. 248-2 31/12/2012
03030;Benidoleig;2013;342000.00;579850.00;5000.00;49300.00;0.00;61580.00;67260.00;0.00;10.00;0.00;1105000.00;595000.00;5510.00;241500.00;195000.00;67900.00;30.00;50.00;0.00;10.00;0.00;1105000.00;B.O.P. 47 07/03/2013
03030;Benidoleig;2014;340500.00;472445.00;4800.00;50200.00;0.00;440.00;39705.00;0.00;10.00;0.00;908100.00;540300.00;4500.00;219930.00;196775.00;68405.00;30.00;50.00;0.00;10.00;0.00;1030000.00;B.O.P. 39 26/02/2014
03030;Benidoleig;2015;344810.00;490540.00;4600.00;48700.00;0.00;14135.00;17105.00;0.00;10.00;0.00;919900.00;445200.00;5000.00;220930.00;199420.00;73360.00;30.00;50.00;0.00;10.00;0.00;944000.00;B.O.P. 24 05/02/2015
03030;Benidoleig;2011;360200.00;518200.00;11500.00;42900.00;0.00;58450.00;17850.00;0.00;86900.00;0.00;1096000.00;497000.00;4000.00;240570.00;216500.00;65050.00;15.00;25.00;0.00;72840.00;0.00;1096000.00;B.O.P. 28 10/02/2011
03030;Benidoleig;2010;379700.00;547800.00;15200.00;71100.00;0.00;657610.00;10.00;0.00;80580.00;0.00;1752000.00;550900.00;5000.00;458155.00;232000.00;64100.00;15.00;370830.00;0.00;71000.00;0.00;1752000.00;B.O.P. 39 26/02/2010
03030;Benidoleig;2009;362000.00;505700.00;19000.00;69000.00;0.00;405930.00;10.00;0.00;71860.00;0.00;1433500.00;445000.00;36000.00;466571.00;233539.00;63995.00;10.00;123220.00;0.00;65165.00;0.00;1433500.00;B.O.P. 32 17/02/2009
03030;Benidoleig;2008;342200.00;494290.00;20000.00;61730.00;0.00;283120.00;10.00;0.00;70150.00;0.00;1271500.00;375500.00;45000.00;490075.00;218200.00;64000.00;10.00;28600.00;0.00;50115.00;0.00;1271500.00;B.O.P. 38 21/02/2008
03030;Benidoleig;2007;286000.00;460400.00;16200.00;56960.00;0.00;278360.00;17780.00;0.00;69000.00;0.00;1184700.00;311000.00;45000.00;499540.00;173620.00;63800.00;10.00;61720.00;0.00;30010.00;0.00;1184700.00;B.O.P. 30 07/02/2007
03030;Benidoleig;2006;282900.00;462100.00;13600.00;25000.00;0.00;379650.00;11250.00;0.00;82500.00;0.00;1257000.00;292000.00;45000.00;499240.00;171000.00;64080.00;10.00;73400.00;0.00;112270.00;0.00;1257000.00;B.O.P. 95 26/04/2006
03030;Benidoleig;2005;270000.00;379500.00;14335.00;44400.00;0.00;236760.00;20005.00;0.00;70000.00;0.00;1035000.00;267000.00;55000.00;468720.00;148600.00;49300.00;10.00;26360.00;0.00;20010.00;0.00;1035000.00;B.O.P. 96 30/04/2005
03030;Benidoleig;2004;221340.00;346400.00;19200.00;44500.00;0.00;252450.00;10.00;0.00;68500.00;0.00;952400.00;242100.00;54000.00;436100.00;131840.00;40300.00;20.00;30.00;0.00;48010.00;0.00;952400.00;B.O.P. 77 02/04/2004
03030;Benidoleig;2003;194880.00;314900.00;30530.00;16150.00;0.00;196420.00;20.00;0.00;62500.00;0.00;815400.00;259500.00;43800.00;359510.00;112220.00;40320.00;20.00;30.00;0.00;0.00;0.00;815400.00;B.O.P. 71 27/03/2003
03030;Benidoleig;2002;177790.00;269414.00;30232.00;37684.00;0.00;460885.00;1034.00;0.00;66111.00;0.00;1043150.00;228987.00;43874.00;344324.00;103971.00;40400.00;192325.00;35178.00;0.00;54091.00;0.00;1043150.00;B.O.P. 112 18/05/2002
03030;Benidoleig;2001;140636.83;278749.41;25332.66;15025.30;0.00;345912.52;6010.12;0.00;43272.87;0.00;854939.71;216364.36;22537.95;285402.62;90873.03;43946.01;6.01;180.30;0.00;195629.44;0.00;854939.72;B.O.P. 115 22/05/2001
03030;Benidoleig;2000;130179.22;204848.97;15626.31;24948.01;0.00;302940.15;0.00;0.00;27646.56;0.00;706189.22;195569.34;12020.24;253914.12;86107.00;29161.11;60101.21;69316.20;0.00;0.00;0.00;706189.22;B.O.P. 162 15/07/2000
03030;Benidoleig;1999;115328.21;173572.30;15626.31;22243.46;0.00;103374.08;0.00;0.00;34437.99;0.00;464582.35;168193.24;7813.16;159526.64;99768.01;29101.01;0.00;180.30;0.00;0.00;0.00;464582.36;B.O.P.165 21-7-99
03030;Benidoleig;1998;102773.07;176577.36;24641.50;8336.04;0.00;203941.44;0.00;0.00;34257.69;0.00;550527.10;165037.92;7212.15;167502.07;96762.95;29690.00;0.00;180.30;0.00;84141.69;0.00;550527.08;B.O.P. 141 23/6/98
03030;Benidoleig;1997;100254.83;147049.63;30351.11;26877.26;0.00;33055.67;10457.61;0.00;53730.48;0.00;401776.59;158667.20;7212.15;83059.87;85343.72;29088.99;0.00;0.00;0.00;38404.67;0.00;401776.60;B.O.P. N.50
03030;Benidoleig;1996;97550.27;141748.70;32154.15;23265.18;0.00;63346.68;0.00;0.00;23818.11;0.00;381883.09;153859.10;7212.15;82939.67;78732.59;38464.77;0.00;20674.82;0.00;0.00;0.00;381883.10;B.O.P. N.125
03030;Benidoleig;1995;74826.01;144735.73;35459.71;25753.37;0.00;322773.55;0.00;0.00;18817.69;0.00;622366.06;141237.84;7212.15;97664.47;72610.68;56833.27;0.00;162665.97;0.00;84141.69;0.00;622366.07;
03030;Benidoleig;1994;63106.27;131525.49;89250.30;19484.81;0.00;236816.80;0.00;0.00;14935.15;0.00;555118.82;121704.95;7626.84;73924.49;65588.45;88360.80;0.00;107761.47;0.00;90151.82;0.00;555118.82;
03030;Benidoleig;1993;76869.45;115790.99;30050.61;17501.47;0.00;113290.78;0.00;0.00;19124.21;0.00;372627.51;95560.92;9015.18;74231.01;78498.19;28259.59;0.00;95627.04;0.00;0.00;0.00;381191.93;NUM.54/7.03.94
03030;Benidoleig;1992;78305.87;106403.18;24040.48;4146.98;0.00;145979.83;0.00;0.00;17417.33;0.00;376293.67;60702.22;9015.18;123778.44;67740.07;30663.64;0.00;84394.12;0.00;0.00;0.00;376293.67;CIVIS - GVA.ES
03030;Benidoleig;1991;45458.24;130285.49;15433.47;3448.44;0.00;82424.71;0.00;0.00;15501.03;0.00;292551.38;53768.52;6611.13;37334.87;34214.61;30663.64;0.00;69857.40;0.00;60101.21;0.00;292551.38;BOP.251
03030;Benidoleig;1990;45685.88;107121.48;12520.92;3448.66;0.00;81737.65;24807.37;0.00;43171.05;0.00;318493.01;70979.53;24521.29;42229.38;39752.74;30062.63;0.00;41064.15;0.00;69883.28;0.00;318493.00;
03030;Benidoleig;1989;39227.92;116772.64;14724.80;4574.03;0.00;132168.24;6.01;45075.91;39417.48;0.00;391967.03;36673.64;7239.19;84000.43;31312.73;27358.07;38427.15;99642.46;0.00;67313.36;0.00;391967.03;
03030;Benidoleig;1988;35334.35;83384.42;12020.24;9511.46;0.00;209412.45;0.00;71414.21;39417.48;0.00;460494.61;28836.00;6037.17;64810.59;24701.60;27358.07;60101.21;150190.22;0.00;98459.76;0.00;460494.62;
03030;Benidoleig;1987;32216.85;76118.51;11118.72;6732.51;0.00;101010.41;0.00;33709.57;38705.18;0.00;299611.75;16080.96;6037.17;103381.29;23312.98;27358.07;48080.97;46764.15;0.00;28596.16;0.00;299611.75;
03030;Benidoleig;1986;30154.58;61634.39;8414.17;5290.10;0.00;196633.13;18682.82;601.01;42199.64;0.00;363609.84;11960.14;5436.15;22048.13;27887.12;9315.69;48080.97;114889.47;0.00;123811.86;0.00;363429.53;
03030;Benidoleig;1985;20692.92;43248.83;931.57;3289.21;0.00;86413.77;0.00;300.51;1202.02;0.00;156078.83;10818.22;5436.15;21015.29;24239.25;7002.46;0.00;57516.86;0.00;30050.61;0.00;156078.84;
03030;Benidoleig;1984;18732.68;38380.63;751.27;2233.40;0.00;92561.87;2.15;1803.04;0.00;0.00;154465.04;10818.22;9955.77;48571.32;15377.38;7002.46;0.00;57031.37;0.00;0.00;0.00;148756.52;
03031;Benidorm;1984;3883835.45;3746012.28;1064993.45;1214044.45;0.00;1099125.85;870247.50;78131.57;244155.16;0.00;12200545.71;3923527.22;1015717.67;6022577.02;721214.53;96133.69;259096.32;0.00;60101.21;6.01;0.00;12098373.67;
03031;Benidorm;1985;4872662.14;5045508.64;1995172.18;1915575.83;0.00;641580.42;1032730.13;90151.82;1065657.69;0.00;16659038.85;5973158.80;643156.28;6723547.05;2103542.37;92145.37;601.01;6.01;90151.82;6.01;1032724.12;16659038.84;
03031;Benidorm;1986;5534708.45;5086515.69;2172187.75;1850366.02;0.00;5012440.95;12.02;120202.42;862322.36;0.00;20638755.66;5626975.83;360685.39;7195952.18;2404048.42;61485.34;601.01;361208.27;120202.42;4507596.79;0.00;20638755.65;
03031;Benidorm;1987;6460880.12;8392412.82;2121903.19;1769556.71;0.00;5187136.94;12.02;120202.42;3372078.09;0.00;27424182.31;7418292.40;601090.24;8699691.68;3533951.17;649568.47;601.01;390657.87;120202.42;6010121.04;0.00;27424176.30;
03031;Benidorm;1988;7813157.36;8413628.55;2128580.53;2494230.28;0.00;4707685.74;12.02;120202.42;2306876.78;0.00;27984373.68;8900989.27;540940.94;10825223.88;3606072.63;522485.67;601.01;462791.34;120202.42;3005066.53;0.00;27984373.69;
03031;Benidorm;1989;9895664.30;11245098.75;2343935.19;2489181.78;0.00;5832269.54;12.02;120202.42;2806726.53;0.00;34733090.53;9810921.59;721366.58;16309990.02;4507590.78;371525.85;6.01;270467.47;120202.42;1202030.22;0.00;33314100.94;
03031;Benidorm;1990;9895664.30;10828164.63;2884858.10;2738000.79;0.00;3962352.60;192323.87;3275515.97;0.00;0.00;33776880.26;12851441.83;814431.50;11801407.16;4808096.84;213960.72;691169.93;192323.87;2404048.42;0.00;0.00;33776880.27;
03031;Benidorm;1991;11598905.85;10581749.67;3041121.25;2355366.44;0.00;3176646.18;0.00;192323.87;2554301.44;0.00;33500414.70;14450049.88;641346.03;11901500.13;4387388.36;143383.46;0.00;1784404.94;192323.87;18.03;0.00;33500414.70;TELEFONO, 05.03.92       (B.O.P. 56)
03031;Benidorm;1992;12621254.19;10602989.81;3203394.52;2107370.81;0.00;3141333.63;0.00;195328.93;2554301.44;0.00;34425973.33;14006136.33;240464.94;13805284.10;5108602.89;171613.00;0.00;901530.18;192323.87;18.03;0.00;34425973.34;
03031;Benidorm;1993;13823278.40;11001826.34;3155313.55;2415744.85;0.00;3588042.26;0.00;195328.93;1658817.45;0.00;35838351.78;14478381.59;150253.03;13438630.65;5096582.65;120202.42;0.00;2361959.54;192323.87;18.03;0.00;35838351.78;BOP. 53
03031;Benidorm;1994;15343839.02;12263108.33;2824756.89;3182148.74;0.00;3606072.63;0.00;201339.05;8231614.78;0.00;45652879.44;16010962.46;601012.10;17050713.40;5559361.97;120202.42;0.00;2422078.78;282475.69;3606072.63;0.00;45652879.45;BOP.NUM/86
03031;Benidorm;1995;16409273.16;11184834.88;3269505.85;3329607.06;0.00;1803036.31;0.00;201339.05;5855220.63;0.00;42052816.94;15986921.98;721214.53;16750207.35;5709614.99;132222.66;0.00;2464149.63;282475.69;6010.12;0.00;42052816.95;BOP NUM.39
03031;Benidorm;1996;19382640.37;15611872.39;3305566.57;5158745.33;0.00;4627793.20;0.00;210714.84;2854807.50;0.00;51152140.20;18961931.89;492829.93;18913850.92;8576442.73;162273.27;0.00;751265.13;288485.81;3005060.52;0.00;51152140.20;B.O.P. N. 162
03031;Benidorm;1997;20410371.06;14910607.44;3696224.44;3658727.30;0.00;8960376.97;0.00;209152.21;7594637.70;0.00;59440097.12;26174077.15;991669.97;21359970.19;7897299.05;192323.87;0.00;2482179.99;342576.90;0.00;0.00;59440097.12;B.O.P. N.59
03031;Benidorm;1998;20840094.72;16633441.49;3576022.02;5545538.69;0.00;6879354.06;0.00;207950.19;3996730.49;0.00;57679131.66;26294279.57;1057781.30;19821379.20;7903309.17;180303.63;0.00;3305566.57;318536.42;10217205.77;0.00;69098361.63;B.O.P. N.50 02/03/98
03031;Benidorm;1999;21679209.42;17985416.52;2404048.42;6731960.62;0.00;16871935.05;0.00;208551.20;1803036.31;0.00;67684157.54;27376101.35;1869147.64;23134776.86;7963410.38;90151.82;0.00;12738155.88;709194.28;0.00;0.00;73880938.21;B.O.P.42 20/2/99
03031;Benidorm;2000;23012158.79;21862797.27;2343947.21;7407422.10;0.00;18395389.20;0.00;198333.99;3155313.55;0.00;76375362.11;28197083.89;1959299.46;26088652.61;10938420.30;139434.81;300506.05;10128282.71;198333.99;0.00;0.00;77950013.82;B.O.P. 50 1/3/2000
03031;Benidorm;2001;25776810.75;25763642.55;3666173.84;7660490.29;0.00;37189002.40;0.00;210354.24;3365667.78;0.00;103632141.85;28888247.81;1953289.34;36930973.11;9405839.43;200137.03;0.00;4275704.87;210354.24;21767596.02;0.00;103632141.85;B.O.P. 83 10/04/2001
03031;Benidorm;2002;26000432.07;27198731.45;3095212.34;9083102.19;0.00;26197107.48;342576.90;214561.32;3005060.52;0.00;95136784.27;29772336.62;1863137.52;31353599.48;10633106.15;212157.28;0.00;4276046.72;214561.32;16812457.89;0.00;95137402.98;B.O.P. 297 29/12/2001
03031;Benidorm;2003;26609463.94;26951860.72;2885000.00;9290475.34;0.00;28608340.25;180000.00;219000.00;4860000.00;0.00;99604140.25;29081000.00;870000.00;29011500.00;13220000.00;146800.00;0.00;1431303.63;219000.00;25624536.62;0.00;99604140.25;B.O.P. 2 03/01/2003 corr.error bop 178 5/8/03
03031;Benidorm;2004;28294144.18;28337757.37;2670000.00;9160908.85;0.00;17225825.65;720000.00;219000.00;4700000.00;0.00;91327636.05;31342500.00;1150000.00;33568519.54;13490000.00;110800.00;0.00;900000.00;219000.00;10546816.51;0.00;91327636.05;B.O.P. 20 26/01/2004
03031;Benidorm;2005;29452608.53;32264805.90;2850000.00;8832187.48;0.00;20356404.42;0.00;219000.00;4900000.00;0.00;98875006.33;34612000.00;1300000.00;35160666.23;14279682.30;1851699.13;0.00;991500.00;219000.00;10460458.67;0.00;98875006.33;B.O.P. 34-1 11/02/2005
03031;Benidorm;2006;31116830.33;38660092.19;3125000.00;9426779.69;0.00;14401382.84;0.00;219000.00;4275000.00;0.00;101224085.05;35243950.00;1500000.00;32495200.00;15792877.08;1943499.13;0.00;2035551.70;219000.00;11994007.14;0.00;101224085.05;B.O.P. 26 01/02/2006
03031;Benidorm;2007;33237731.68;39368861.79;3525000.00;9838647.13;0.00;7041935.39;0.00;219000.00;4500000.00;0.00;97731175.99;35763000.00;1550000.00;35401000.00;16673649.33;1795000.00;0.00;1830013.67;219000.00;4499512.99;0.00;97731175.99;B.O.P. 49 06/03/2007
03031;Benidorm;2008;35837230.63;39199558.58;4255000.00;9654018.25;0.00;12876394.40;0.00;223380.00;4950000.00;0.00;106995581.86;41973000.00;1800000.00;39221000.00;19044246.80;4524143.00;900000.00;5291241.00;223380.00;0.00;0.00;112977010.80;B.O.P. 39 22/02/2008
03031;Benidorm;2009;36287596.15;43630171.08;3630000.00;11561928.75;0.00;3781776.17;106000.00;227850.00;4970000.00;0.00;104195322.15;41788000.00;1600000.00;38480000.00;20036061.51;4180200.00;750000.00;1231669.49;227850.00;0.00;0.00;108293781.00;B.O.P. 26 09/02/2009
03031;Benidorm;2010;36631979.39;42071371.25;3267687.00;9879728.77;0.00;1436768.98;106000.00;227850.00;11863472.64;0.00;105484858.03;41433000.00;1460000.00;33315100.00;21276973.99;6860200.00;720000.00;222384.49;223380.00;0.00;0.00;105511038.48;B.O.P. 14 22/01/2010
